accepted_symbol,synonym_symbol,scientific_name,common_name,growth_habit
MACAG,NA,Machaeranthera canescens (Pursh) A. Gray ssp. glabra (A. Gray) B.L. Turner,hoary tansyaster,forb
MACAA2,NA,Machaeranthera canescens (Pursh) A. Gray ssp. glabra (A. Gray) B.L. Turner var. aristata (Eastw.) B.L. Turner,hoary tansyaster,forb
MACAG2,NA,Machaeranthera canescens (Pursh) A. Gray ssp. glabra (A. Gray) B.L. Turner var. glabra A. Gray,hoary tansyaster,forb
MACO13,NA,Machaeranthera coloradoensis (A. Gray) Osterh.,Colorado tansyaster,forb
MACOB,NA,Machaeranthera coloradoensis (A. Gray) Osterh. var. brandegeei (Rydb.) T.J. Watson ex R.L. Hartm.,Brandegee's tansyaster,forb
MACOC,NA,Machaeranthera coloradoensis (A. Gray) Osterh. var. coloradoensis,Colorado tansyaster,forb
MAGR10,NA,Machaeranthera gracilis (Nutt.) Shinners,slender goldenweed,forb
MAGR2,NA,Machaeranthera grindelioides (Nutt.) Shinners,rayless tansyaster,forb
MAGRG,NA,Machaeranthera grindelioides (Nutt.) Shinners var. grindelioides,rayless tansyaster,forb
MAPA,NA,Machaeranthera parviflora A. Gray,smallflower tansyaster,forb
MAPI,NA,Machaeranthera pinnatifida (Hook.) Shinners,lacy tansyaster,forb
MAPIG,NA,Machaeranthera pinnatifida (Hook.) Shinners ssp. gooddingii (A. Nelson) B.L. Turner & R.L. Hartm.,Goodding's tansyaster,forb
MAPIP3,NA,Machaeranthera pinnatifida (Hook.) Shinners ssp. gooddingii (A. Nelson) B.L. Turner & R.L. Hartm. var. paradoxa B.L. Turner & R.L. Hartm.,Goodding's tansyaster,forb
MAPIP,NA,Machaeranthera pinnatifida (Hook.) Shinners ssp. pinnatifida,lacy tansyaster,forb
MAPIG3,NA,Machaeranthera pinnatifida (Hook.) Shinners ssp. pinnatifida var. glaberrima (Rydb.) B.L. Turner & R.L. Hartm.,lacy tansyaster,forb
MAPIP4,NA,Machaeranthera pinnatifida (Hook.) Shinners ssp. pinnatifida var. pinnatifida,lacy tansyaster,forb
MATA2,NA,Machaeranthera tanacetifolia (Kunth) Nees,tanseyleaf tansyaster,forb
MAGL2,NA,Madia glomerata Hook.,mountain tarweed,forb
MARA7,NA,Maianthemum racemosum (L.) Link,feathery false lily of the valley,forb
MARAA,NA,Maianthemum racemosum (L.) Link ssp. amplexicaule (Nutt.) LaFrankie,feathery false lily of the valley,forb
MAST4,NA,Maianthemum stellatum (L.) Link,starry false lily of the valley,forb
MASO,NA,Malacothrix sonchoides (Nutt.) Torr. & A. Gray,sowthistle desertdandelion,forb
MATO2,NA,Malacothrix torreyi A. Gray,Torrey's desertdandelion,forb
MABR5,NA,Malaxis brachypoda (A. Gray) Fernald,white adder's-mouth orchid,forb
MAAF,NA,Malcolmia africana (L.) W.T. Aiton,African mustard,forb
MANE,NA,Malva neglecta Wallr.,common mallow,forb
MAPA5,NA,Malva parviflora L.,cheeseweed mallow,forb
MASY,NA,Malva sylvestris L.,high mallow,forb
MAVE,NA,Malva verticillata L.,cluster mallow,forb
MALE3,NA,Malvella leprosa (Ortega) Krapov.,alkali mallow,forb
MASA3,NA,Malvella sagittifolia (A. Gray) Fryxell,arrowleaf mallow,forb
MAVU,NA,Marrubium vulgare L.,horehound,forb
MAVE2,NA,Marsilea vestita Hook. & Grev.,hairy waterclover,forb
MADI6,NA,Matricaria discoidea DC.,disc mayweed,forb
MELU,NA,Medicago lupulina L.,black medick,forb
MESA,NA,Medicago sativa L.,alfalfa,forb
MESAS,NA,Medicago sativa L. ssp. sativa,alfalfa,forb
MELE2,NA,Melampodium leucanthum Torr. & A. Gray,plains blackfoot,forb
MEOF,NA,Melilotus officinalis (L.) Lam.,sweetclover,forb
MESC,NA,Menodora scabra A. Gray,rough menodora,forb
MEPI,NA,Mentha ×piperita L. (pro sp.) [aquatica × spicata],peppermint,forb
MEAR4,NA,Mentha arvensis L.,wild mint,forb
MESP3,NA,Mentha spicata L.,spearmint,forb
MEAL6,NA,Mentzelia albicaulis (Hook.) Torr. & A. Gray,whitestem blazingstar,forb
MEAR5,NA,Mentzelia argillosa J. Darl.,Arapien blazingstar,forb
MECH,NA,Mentzelia chrysantha Engelm. ex Brandegee,gold blazingstar,forb
MECR4,NA,Mentzelia cronquistii H.J. Thomp. & Prigge,Cronquist's blazingstar,forb
MEDE2,NA,Mentzelia decapetala (Pursh ex Sims) Urb. & Gilg ex Gilg,tenpetal blazingstar,forb
MEDE3,NA,Mentzelia densa Greene,Royal Gorge blazingstar,forb
MEDI,NA,Mentzelia dispersa S. Watson,bushy blazingstar,forb
MEDIC2,NA,Mentzelia dispersa S. Watson var. compacta (A. Nelson) J.F. Macbr.,Nevada blazingstar,forb
MEDID,NA,Mentzelia dispersa S. Watson var. dispersa,bushy blazingstar,forb
MEDIL,NA,Mentzelia dispersa S. Watson var. latifolia (Rydb.) J.F. Macbr.,bushy blazingstar,forb
MEHU,NA,Mentzelia humilis (A. Gray) J. Darl.,gypsum blazingstar,forb
MEHUH,NA,Mentzelia humilis (A. Gray) J. Darl. var. humilis,gypsum blazingstar,forb
MELA,NA,Mentzelia laciniata (Rydb.) J. Darl.,cutleaf blazingstar,forb
MELA2,NA,Mentzelia laevicaulis (Hook.) Torr. & A. Gray,smoothstem blazingstar,forb
MELAL3,NA,Mentzelia laevicaulis (Hook.) Torr. & A. Gray var. laevicaulis,smoothstem blazingstar,forb
MEMA5,NA,Mentzelia marginata (Osterh.) H.J. Thomp. & Prigge,Colorado blazingstar,forb
MEMO4,NA,Mentzelia montana (Davidson) Davidson,variegated-bract blazingstar,forb
MEMU2,NA,Mentzelia multicaulis (Osterh.) A. Nelson ex J. Darl.,manystem blazingstar,forb
MEMUM,NA,Mentzelia multicaulis (Osterh.) A. Nelson ex J. Darl. var. multicaulis,manystem blazingstar,forb
MEMU3,NA,Mentzelia multiflora (Nutt.) A. Gray,Adonis blazingstar,forb
MEMUM2,NA,Mentzelia multiflora (Nutt.) A. Gray var. multiflora,Adonis blazingstar,forb
MENU,NA,Mentzelia nuda (Pursh) Torr. & A. Gray,bractless blazingstar,forb
MENUN,NA,Mentzelia nuda (Pursh) Torr. & A. Gray var. nuda,bractless blazingstar,forb
MENUS,NA,Mentzelia nuda (Pursh) Torr. & A. Gray var. stricta (Osterh.) Harrington,bractless blazingstar,forb
MEOL,NA,Mentzelia oligosperma Nutt. ex Sims,chickenthief,forb
MEPT,NA,Mentzelia pterosperma Eastw.,wingseed blazingstar,forb
MEPU3,NA,Mentzelia pumila Nutt. ex Torr. & A. Gray,dwarf mentzelia,forb
MEPUP,NA,Mentzelia pumila Nutt. ex Torr. & A. Gray var. pumila,dwarf mentzelia,forb
MERE2,NA,Mentzelia reverchonii (Urb. & Gilg) H.J. Thomp. & Zavort.,Reverchon's blazingstar,forb
MERU,NA,Mentzelia rusbyi Wooton,Rusby's blazingstar,forb
MESI,NA,Mentzelia sinuata (Rydb.) R.J. Hill,leechleaf blazingstar,forb
MESP4,NA,Mentzelia speciosa Osterh.,jeweled blazingstar,forb
METR3,NA,Menyanthes trifoliata L.,buckbean,forb
MEAL7,NA,Mertensia alpina (Torr.) G. Don,alpine bluebells,forb
MEAR6,NA,Mertensia arizonica Greene,aspen bluebells,forb
MEBR,NA,Mertensia brevistyla S. Watson,shortstyle bluebells,forb
MECI3,NA,Mertensia ciliata (James ex Torr.) G. Don,tall fringed bluebells,forb
MECIC2,NA,Mertensia ciliata (James ex Torr.) G. Don var. ciliata,tall fringed bluebells,forb
MEFR2,NA,Mertensia franciscana A. Heller,Franciscan bluebells,forb
MEHU2,NA,Mertensia humilis Rydb.,Rocky Mountain bluebells,forb
MELA3,NA,Mertensia lanceolata (Pursh) DC.,prairie bluebells,forb
MELAB,NA,Mertensia lanceolata (Pursh) DC. var. brachyloba (Greene) A. Nelson,prairie bluebells,forb
MELAC,NA,Mertensia lanceolata (Pursh) DC. var. coriacea (A. Nelson) Higgins & S.L. Welsh,prairie bluebells,forb
MELAL2,NA,Mertensia lanceolata (Pursh) DC. var. lanceolata,prairie bluebells,forb
MELAS2,NA,Mertensia lanceolata (Pursh) DC. var. secundorum Cockerell,prairie bluebells,forb
MEOB,NA,Mertensia oblongifolia (Nutt.) G. Don,oblongleaf bluebells,forb
MINU,NA,Microseris nutans (Hook.) Sch. Bip.,nodding microseris,forb
MIGR,NA,Microsteris gracilis (Hook.) Greene,slender phlox,forb
MIGRH,NA,Microsteris gracilis (Hook.) Greene var. humilior (Hook.) Cronquist,slender phlox,forb
MINU6,NA,Mimosa nuttallii (DC. ex Britton & Rose) B.L. Turner,Nuttall's sensitive-briar,forb
MIRU5,NA,Mimosa rupertiana B.L. Turner,eastern sensitive plant,forb
MIBR5,NA,Mimulus breweri (Greene) Coville,Brewer's monkeyflower,forb
MIEA,NA,Mimulus eastwoodiae Rydb.,Eastwood's monkeyflower,forb
MIFL2,NA,Mimulus floribundus Lindl.,manyflowered monkeyflower,forb
MIGE,NA,Mimulus gemmiparus W.A. Weber,Rocky Mountain monkeyflower,forb
MIGL,NA,Mimulus glabratus Kunth,roundleaf monkeyflower,forb
MIGLG,NA,Mimulus glabratus Kunth var. glabratus,roundleaf monkeyflower,forb
MIGLJ,NA,Mimulus glabratus Kunth var. jamesii (Torr. & A. Gray ex Benth.) A. Gray,James' monkeyflower,forb
MIGU,NA,Mimulus guttatus DC.,seep monkeyflower,forb
MILE2,NA,Mimulus lewisii Pursh,purple monkeyflower,forb
MIMO3,NA,Mimulus moschatus Douglas ex Lindl.,muskflower,forb
MIMOM2,NA,Mimulus moschatus Douglas ex Lindl. var. moschatus,muskflower,forb
MINA,NA,Mimulus nanus Hook. & Arn.,dwarf purple monkeyflower,forb
MINAN2,NA,Mimulus nanus Hook. & Arn. var. nanus (A.L. Grant) D. M. Thomps.,dwarf purple monkeyflower,forb
MIRI,NA,Mimulus ringens L.,Allegheny monkeyflower,forb
MIRIR,NA,Mimulus ringens L. var. ringens,Allegheny monkeyflower,forb
MIRU,NA,Mimulus rubellus A. Gray,little redstem monkeyflower,forb
MISU2,NA,Mimulus suksdorfii A. Gray,Suksdorf's monkeyflower,forb
MITI,NA,Mimulus tilingii Regel,Tiling's monkeyflower,forb
MITIT,NA,Mimulus tilingii Regel var. tilingii,Tiling's monkeyflower,forb
MIEL2,NA,Minuartia elegans (Cham. & Schltdl.) Schischkin,elegant stitchwort,forb
MIMA3,NA,Minuartia macrantha (Rydb.) House,House's stitchwort,forb
MINU4,NA,Minuartia nuttallii (Pax) Briq.,Nuttall's sandwort,forb
MINUN2,NA,Minuartia nuttallii (Pax) Briq. ssp. nuttallii,Nuttall's sandwort,forb
MIOB2,NA,Minuartia obtusiloba (Rydb.) House,twinflower sandwort,forb
MIRU3,NA,Minuartia rubella (Wahlenb.) Hiern.,beautiful sandwort,forb
MIST5,NA,Minuartia stricta (Sw.) Hiern.,bog stitchwort,forb
MIAL4,NA,Mirabilis albida (Walter) Heimerl,white four o'clock,forb
MIAL5,NA,Mirabilis alipes (S. Watson) Pilz,winged four o'clock,forb
MICO15,NA,Mirabilis comata (Small) Standl.,hairy-tuft four o'clock,forb
MIDE5,NA,Mirabilis decipiens (Standl.) Standl.,broadleaf four o'clock,forb
MIGL3,NA,Mirabilis glabra (S. Watson) Standl.,smooth four o'clock,forb
MIHI,NA,Mirabilis hirsuta (Pursh) MacMill.,hairy four o'clock,forb
MILI3,NA,Mirabilis linearis (Pursh) Heimerl,narrowleaf four o'clock,forb
MIME8,NA,Mirabilis melanotricha (Standl.) Spellenb.,four o'clock,forb
MIMU,NA,Mirabilis multiflora (Torr.) A. Gray,Colorado four o'clock,forb
MIMUG,NA,Mirabilis multiflora (Torr.) A. Gray var. glandulosa (Standl.) J.F. Macbr.,Colorado four o'clock,forb
MIMUM,NA,Mirabilis multiflora (Torr.) A. Gray var. multiflora,Colorado four o'clock,forb
MINY,NA,Mirabilis nyctaginea (Michx.) MacMill.,heartleaf four o'clock,forb
MIOX,NA,Mirabilis oxybaphoides (A. Gray) A. Gray,smooth spreading four o'clock,forb
MIRO2,NA,Mirabilis rotundifolia (Greene) Standl.,roundleaf four o'clock,forb
MIPE,NA,Mitella pentandra Hook.,fivestamen miterwort,forb
MIST3,NA,Mitella stauropetala Piper,smallflower miterwort,forb
MISTS,NA,Mitella stauropetala Piper var. stenopetala (Piper) Rosend.,drywoods miterwort,forb
MOLA6,NA,Moehringia lateriflora (L.) Fenzl,bluntleaf sandwort,forb
MOMA3,NA,Moehringia macrophylla (Hook.) Fenzl,largeleaf sandwort,forb
MOVE,NA,Mollugo verticillata L.,green carpetweed,forb
MOFI,NA,Monarda fistulosa L.,wild bergamot,forb
MOFIF,NA,Monarda fistulosa L. ssp. fistulosa,wild bergamot,forb
MOFIM2,NA,Monarda fistulosa L. ssp. fistulosa var. menthifolia (Graham) Fernald,mintleaf bergamot,forb
MOPE,NA,Monarda pectinata Nutt.,pony beebalm,forb
MOGL,NA,Monardella glauca Greene,pale monardella,forb
MOUN2,NA,Moneses uniflora (L.) A. Gray,single delight,forb
MONU,NA,Monolepis nuttalliana (Schult.) Greene,Nuttall's povertyweed,forb
MOPU3,NA,Monolepis pusilla Torr. ex S. Watson,small povertyweed,forb
MOHY3,NA,Monotropa hypopitys L.,pinesap,forb
MOCH,NA,Montia chamissoi (Ledeb. ex Spreng.) Greene,water minerslettuce,forb
MUDI,NA,Musineon divaricatum (Pursh) Raf.,leafy wildparsley,forb
MUDID,NA,Musineon divaricatum (Pursh) Raf. var. divaricatum,leafy wildparsley,forb
MUDIH,NA,Musineon divaricatum (Pursh) Raf. var. hookeri (Torr. & A. Gray) Mathias,Hooker's wildparsley,forb
MUTE3,NA,Musineon tenuifolium (Nutt. ex Torr. & A. Gray) J.M. Coult. & Rose,slender wildparsley,forb
MYAS2,NA,Myosotis asiatica (Vesterg.) Schischkin & Sergievskaja,Asian forget-me-not,forb
MYSC,NA,Myosotis scorpioides L.,true forget-me-not,forb
MYAP,NA,Myosurus apetalus C. Gay,bristly mousetail,forb
MYAPB,NA,Myosurus apetalus C. Gay var. borealis Whittemore,bristly mousetail,forb
MYAPM,NA,Myosurus apetalus C. Gay var. montanus (G.R. Campb.) Whitemore,bristly mousetail,forb
MYCU,NA,Myosurus cupulatus S. Watson,Arizona mousetail,forb
MYMI2,NA,Myosurus minimus L.,tiny mousetail,forb
MYNI,NA,Myosurus nitidus Eastw.,western mousetail,forb
MYSI,NA,Myriophyllum sibiricum Kom.,shortspike watermilfoil,forb
MYSP2,NA,Myriophyllum spicatum L.,Eurasian watermilfoil,forb
MYVE3,NA,Myriophyllum verticillatum L.,whorl-leaf watermilfoil,forb
NAGU,NA,Najas guadalupensis (Spreng.) Magnus,southern waternymph,forb
NAGUG,NA,Najas guadalupensis (Spreng.) Magnus ssp. guadalupensis,southern waternymph,forb
NADE2,NA,Nama densum Lemmon,leafy nama,forb
NADEP,NA,Nama densum Lemmon var. parviflorum (Greenm.) C.L. Hitchc.,leafy fiddleleaf,forb
NADI,NA,Nama dichotomum (Ruiz & Pav.) Choisy,wishbone fiddleleaf,forb
NAHI,NA,Nama hispidum A. Gray,bristly nama,forb
NARE,NA,Nama retrorsum J.T. Howell,betatakin fiddleleaf,forb
NAOF,NA,Nasturtium officinale W.T. Aiton,watercress,forb
NABR,NA,Navarretia breweri (A. Gray) Greene,Brewer's navarretia,forb
NAFU,NA,Navarretia furnissii L.A. Johnson & L.M. Chan,Furniss' pincushionplant,forb
NAIN2,NA,Navarretia intertexta (Benth.) Hook.,needleleaf navarretia,forb
NAINP3,NA,Navarretia intertexta (Benth.) Hook. ssp. propinqua (Suksd.) Day,near navarretia,forb
NALE,NA,Navarretia leucocephala Benth.,whitehead navarretia,forb
NALEM,NA,Navarretia leucocephala Benth. ssp. minima (Nutt.) Day,least navarretia,forb
NASA3,NA,Navarretia saximontana S.C. Spencer,Rocky Mountain Pincushion-Plant,forb
NASI2,NA,Navarretia sinistra (M.E. Jones) L.A. Johnson,Alva Day's pincushionplant,forb
NASIS,NA,Navarretia sinistra (M.E. Jones) L.A. Johnson ssp. sinistra,Alva Day's gilia,forb
NEBR,NA,Nemophila breviflora A. Gray,basin nemophila,forb
NELI2,NA,Neoparrya lithophila Mathias,Bill's neoparrya,forb
NEHU2,NA,Neotorularia humilis (C.A. Mey.) Hedge & J. Léonard,low northern-rockcress,forb
NECA2,NA,Nepeta cataria L.,catnip,forb
NIPH,NA,Nicandra physalodes (L.) Scop.,apple of Peru,forb
NIAT,NA,Nicotiana attenuata Torr. ex S. Watson,coyote tobacco,forb
NOFE3,NA,Noccaea fendleri (A. Gray) Holub,Fendler's pennycress,forb
NOFEG,NA,Noccaea fendleri (A. Gray) Holub ssp. glauca (A. Nelson) Al-Shehbaz & M. Koch,alpine pennycress,forb
NOCU,NA,Nothocalais cuspidata (Pursh) Greene,prairie false dandelion,forb
NOST,NA,Notholaena standleyi Maxon,star cloak fern,forb
NULU,NA,Nuphar lutea (L.) Sm.,yellow pond-lily,forb
NULUP,NA,Nuphar lutea (L.) Sm. ssp. polysepala (Engelm.) E.O. Beal,Rocky Mountain pond-lily,forb
NUTE,NA,Nuttallanthus texanus (Scheele) D.A. Sutton,Texas toadflax,forb
NYOD,NA,Nymphaea odorata Aiton,American white waterlily,forb
NYODO,NA,Nymphaea odorata Aiton ssp. odorata,American white waterlily,forb
OEAC,NA,Oenothera acutissima W.L. Wagner,Flaming Gorge evening primrose,forb
OEAL,NA,Oenothera albicaulis Pursh,whitest evening primrose,forb
OECA10,NA,Oenothera caespitosa Nutt.,tufted evening primrose,forb
OECAC2,NA,Oenothera caespitosa Nutt. ssp. caespitosa,tufted evening primrose,forb
OECAM3,NA,Oenothera caespitosa Nutt. ssp. macroglottis (Rydb.) W.L. Wagner,tufted evening primrose,forb
OECAM4,NA,Oenothera caespitosa Nutt. ssp. marginata (Nutt. ex Hook. & Arn.) Munz,tufted evening primrose,forb
OECAN,NA,"Oenothera caespitosa Nutt. ssp. navajoensis W.L. Wagner, Stockhouse & Klein",Navajo evening primrose,forb
OECA3,NA,Oenothera canescens Torr. & Frém.,spotted evening primrose,forb
OECI,NA,Oenothera cinerea (Wooton & Standl.) W.L. Wagner & Hoch,high-plains beeblossom,forb
OECI,GAVI2,Gaura villosa Torr.,NA,forb
OECIC,NA,Oenothera cinerea (Wooton & Standl.) W.L. Wagner & Hoch ssp. cinerea,high-plains beeblossom,forb
OECIC,GAVIV,Gaura villosa Torr. ssp. villosa,NA,forb
OECO,NA,Oenothera coloradensis (Rydb.) W.L. Wagner & Hoch,Colorado beeblossom,forb
OECOC,NA,Oenothera coloradensis (Rydb.) W.L. Wagner & Hoch ssp. coloradensis,Colorado butterfly plant,forb
OECON2,NA,Oenothera coloradensis (Rydb.) W.L. Wagner & Hoch ssp. neomexicana (Wooton) W.L. Wagner & Hoch,New Mexico beeblossom,forb
OECO2,NA,Oenothera coronopifolia Torr. & A. Gray,crownleaf evening primrose,forb
OECU2,NA,Oenothera curtiflora W.L. Wagner & Hoch,velvetweed,forb
OEDE2,NA,Oenothera deltoides Torr. & Frém.,birdcage evening primrose,forb
OEDED4,NA,Oenothera deltoides Torr. & Frém. ssp. deltoides,birdcage evening primrose,forb
OEEL,NA,Oenothera elata Kunth,Hooker's evening primrose,forb
OEELH,NA,Oenothera elata Kunth ssp. hirsutissima (A. Gray ex S. Watson) W. Dietr.,Hooker's evening primrose,forb
OEEN,NA,Oenothera engelmannii (Small) Munz,Engelmann's evening primrose,forb
OEFI2,NA,Oenothera filiformis (Small) W.L. Wagner & Hoch,longflower beeblossom,forb
OEFL,NA,Oenothera flava (A. Nelson) Garrett,yellow evening primrose,forb
OEFLF,NA,Oenothera flava (A. Nelson) Garrett ssp. flava,yellow evening primrose,forb
OEGR2,NA,Oenothera grandis (Britton) Smyth,showy evening primrose,forb
OEHA6,NA,Oenothera harringtonii W.L. Wagner,Colorado Springs evening primrose,forb
OEHO2,NA,Oenothera howardii (A. Nelson) W.L. Wagner,Howard's evening primrose,forb
OELA2,NA,Oenothera latifolia (Rydb.) Munz,mountain evening primrose,forb
OELO,NA,Oenothera longissima Rydb.,longstem evening primrose,forb
OENU,NA,Oenothera nuttallii Sweet,Nuttall's evening primrose,forb
OEPA,NA,Oenothera pallida Lindl.,pale evening primrose,forb
OEPAP,NA,Oenothera pallida Lindl. ssp. pallida,pale evening primrose,forb
OEPAR,NA,Oenothera pallida Lindl. ssp. runcinata (Engelm.) Munz & W. Klein,pale evening primrose,forb
OEPAT,NA,Oenothera pallida Lindl. ssp. trichocalyx (Nutt.) Munz & W. Klein,pale evening primrose,forb
OESU3,GACO5,Gaura coccinea Nutt. ex Pursh,NA,forb
OESU3,NA,Oenothera suffrutescens (Ser.) W.L. Wagner & Hoch,scarlet beeblossom,forb
OEVI,NA,Oenothera villosa Thunb.,hairy evening primrose,forb
OEVIS,NA,Oenothera villosa Thunb. ssp. strigosa (Rydb.) W. Dietr. & P.H. Raven,hairy evening primrose,forb
OEVIV,NA,Oenothera villosa Thunb. ssp. villosa,hairy evening primrose,forb
OLAL2,NA,Oligoneuron album (Nutt.) G.L. Nesom,prairie goldenrod,forb
OLRI,NA,Oligoneuron rigidum (L.) Small,stiff goldenrod,forb
OLRIH,NA,Oligoneuron rigidum (L.) Small var. humile (Porter) G.L. Nesom,stiff goldenrod,forb
ONVI,NA,Onobrychis viciifolia Scop.,sainfoin,forb
ONSE,NA,Onoclea sensibilis L.,sensitive fern,forb
ONAC,NA,Onopordum acanthium L.,Scotch cottonthistle,forb
ONTA,NA,Onopordum tauricum Willd.,bull cottonthistle,forb
ONBE,NA,Onosmodium bejariense DC. ex A. DC.,soft-hair marbleseed,forb
ONBEO,NA,Onosmodium bejariense DC. ex A. DC. var. occidentale (Mack.) B.L. Turner,western marbleseed,forb
OOEN,NA,Oonopsis engelmannii (A. Gray) Greene,Engelmann's false goldenweed,forb
OOFO,NA,Oonopsis foliosa (A. Gray) Greene,leafy false goldenweed,forb
OOFOF,NA,Oonopsis foliosa (A. Gray) Greene var. foliosa,leafy false goldenweed,forb
OOFOM,NA,Oonopsis foliosa (A. Gray) Greene var. monocephala (A. Nelson) Kartesz & Gandhi,Raven Ridge false goldenweed,forb
ORPA3,NA,Oreochrysum parryi (A. Gray) Rydb.,Parry's goldenrod,forb
ORAL,NA,Oreoxis alpina (A. Gray) J.M. Coult. & Rose,alpine oreoxis,forb
ORALA,NA,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. alpina,alpine oreoxis,forb
ORALP,NA,Oreoxis alpina (A. Gray) J.M. Coult. & Rose ssp. puberulenta W.A. Weber,alpine oreoxis,forb
ORBA,NA,Oreoxis bakeri J.M. Coult. & Rose,Baker's alpineparsley,forb
ORHU,NA,Oreoxis humilis Raf.,Rocky Mountain alpineparsley,forb
ORFA,NA,Orobanche fasciculata Nutt.,clustered broomrape,forb
ORLU,NA,Orobanche ludoviciana Nutt.,Louisiana broomrape,forb
ORLUL2,NA,Orobanche ludoviciana Nutt. ssp. ludoviciana,Louisiana broomrape,forb
ORLUM,NA,Orobanche ludoviciana Nutt. ssp. multiflora (Nutt.) T.S. Collins ex H.L. White & W.C. Holmes,manyflower broomrape,forb
ORRI,NA,Orobanche riparia L.T. Collins,River Broom-Rape,forb
ORUN,NA,Orobanche uniflora L.,oneflowered broomrape,forb
ORLI,NA,Orogenia linearifolia S. Watson,Great Basin Indian potato,forb
ORLU2,NA,Orthocarpus luteus Nutt.,yellow owl's-clover,forb
ORPU2,NA,Orthocarpus purpureoalbus A. Gray ex S. Watson,purplewhite owl's-clover,forb
OSBE,NA,Osmorhiza berteroi DC.,sweetcicely,forb
OSDE,NA,Osmorhiza depauperata Phil.,bluntseed sweetroot,forb
OSLO,NA,Osmorhiza longistylis (Torr.) DC.,longstyle sweetroot,forb
OSOC,NA,Osmorhiza occidentalis (Nutt. ex Torr. & A. Gray) Torr.,western sweetroot,forb
OXAL,NA,Oxalis albicans Kunth,radishroot woodsorrel,forb
OXALA,NA,Oxalis albicans Kunth ssp. albicans,radishroot woodsorrel,forb
OXDI2,NA,Oxalis dillenii Jacq.,slender yellow woodsorrel,forb
OXST,NA,Oxalis stricta L.,common yellow oxalis,forb
OXVI,NA,Oxalis violacea L.,violet woodsorrel,forb
OXFE,NA,Oxypolis fendleri (A. Gray) A. Heller,Fendler's cowbane,forb
OXDI3,NA,Oxyria digyna (L.) Hill,alpine mountainsorrel,forb
OXAC4,NA,Oxytenia acerosa Nutt.,copperweed,forb
OXBE2,NA,Oxytropis besseyi (Rydb.) Blank.,Bessey's locoweed,forb
OXBEO,NA,Oxytropis besseyi (Rydb.) Blank. var. obnapiformis (Ced. Porter) S.L. Welsh,Bessey's locoweed,forb
OXBO,NA,Oxytropis borealis DC.,boreal locoweed,forb
OXBOV,NA,Oxytropis borealis DC. var. viscida (Nutt.) S.L. Welsh,viscid locoweed,forb
OXCA4,NA,Oxytropis campestris (L.) DC.,field locoweed,forb
OXCAC3,NA,Oxytropis campestris (L.) DC. var. cusickii (Greenm.) Barneby,Cusick's locoweed,forb
OXCAS3,NA,Oxytropis campestris (L.) DC. var. spicata Hook.,field locoweed,forb
OXDE2,NA,Oxytropis deflexa (Pall.) DC.,nodding locoweed,forb
OXDEP2,NA,Oxytropis deflexa (Pall.) DC. var. pulcherrima S.L. Welsh & A. Huber,nodding locoweed,forb
OXDES,NA,Oxytropis deflexa (Pall.) DC. var. sericea Torr. & A. Gray,blue nodding locoweed,forb
OXLA3,NA,Oxytropis lambertii Pursh,purple locoweed,forb
OXLAB,NA,Oxytropis lambertii Pursh var. bigelovii A. Gray,purple locoweed,forb
OXLAL2,NA,Oxytropis lambertii Pursh var. lambertii,purple locoweed,forb
OXMO2,NA,Oxytropis monticola A. Gray,yellowflower locoweed,forb
OXMU,NA,Oxytropis multiceps Nutt.,Nuttall's oxytrope,forb
OXPA2,NA,Oxytropis parryi A. Gray,Parry's oxytrope,forb
OXPO,NA,Oxytropis podocarpa A. Gray,stalkpod locoweed,forb
